"","pathway","pval","padj","log2err","ES","NES","size"
"1331","IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_DN",0.32,0.477013118062563,0.101713902282311,0.375620969484944,1.11055280032135,24
"1332","IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_UP",0.882978723404255,0.978346386010828,0.0542315935495841,-0.276496148901427,-0.683752576010357,11
"1333","IIZUKA_LIVER_CANCER_PROGRESSION_G2_G3_UP",0.79622641509434,0.925322849791617,0.053457214108991,0.264812258429878,0.788312229400252,25
"1334","IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_DN",0.0132819975093821,0.0397048632505613,0.380730400722792,0.62461046098206,1.68451402729576,16
"1335","IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_UP",0.926530612244898,1,0.0500922874402106,-0.230345715205034,-0.623719866648039,14
"1336","IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_UP",1.15112290365424e-05,0.000108674754065502,0.593325476396405,0.781828617061869,2.21692699457851,19
"1337","IKEDA_MIR133_TARGETS_UP",0.245454545454545,0.388844747745552,0.115734447701689,0.341919160662251,1.14660723311892,43
"1338","IKEDA_MIR1_TARGETS_UP",0.0220403712889381,0.0596048301813891,0.352487857583619,0.431799054745845,1.51053821196569,54
"1339","IKEDA_MIR30_TARGETS_DN",0.933333333333333,1,0.0466015072985992,0.219588598947589,0.631257183011449,21
"1340","IKEDA_MIR30_TARGETS_UP",0.00328995579519621,0.0127394159854616,0.431707695803346,0.401746030700447,1.60111441971239,113
"1341","INAMURA_LUNG_CANCER_SCC_DN",0.0289996292673184,0.0735130027201136,0.352487857583619,0.641306694890587,1.60759859535975,12
"1342","INAMURA_LUNG_CANCER_SCC_SUBTYPES_UP",0.211610486891386,0.343518232703626,0.128142916898415,0.503541397406762,1.26225478328228,12
"1343","INAMURA_LUNG_CANCER_SCC_UP",0.433399602385686,0.602139945652174,0.0865399737444125,0.435490596392028,1.03183501842435,10
"1344","INGA_TP53_TARGETS",0.0019516858811135,0.00832672337292395,0.45505986738723,0.698587575692456,1.8840231537241,16
"1345","INGRAM_SHH_TARGETS_DN",0.000563197020216844,0.00293727377975404,0.477270815362862,0.517589870793655,1.85887822973995,59
"1346","INGRAM_SHH_TARGETS_UP",7.28322345678839e-10,1.98325195420104e-08,0.801215574617779,0.567050827741794,2.26555625907567,117
"1347","IRITANI_MAD1_TARGETS_DN",0.998181818181818,1,0.0414044273760278,0.144907307995133,0.485938743991991,43
"1348","IRITANI_MAD1_TARGETS_UP",0.172932330827068,0.293116517722196,0.143758989039275,0.529086277293426,1.29445273815482,11
"1349","ISHIDA_E2F_TARGETS",0.0468468468468468,0.108216582493361,0.282013350011725,0.407828784404683,1.41500872091792,51
"1350","ISSAEVA_MLL2_TARGETS",0.0351703866044109,0.0857561531531208,0.321775918075361,0.413057440024686,1.44497548115584,54
"1351","ITO_PTTG1_TARGETS_UP",0.0336302500300234,0.0828695360414546,0.321775918075361,0.638380710291812,1.56185048429099,11
"1352","IVANOVA_HEMATOPOIESIS_EARLY_PROGENITOR",0.99075500770416,1,0.0340463727579649,0.170113587708345,0.780963466909958,402
"1353","IVANOVA_HEMATOPOIESIS_INTERMEDIATE_PROGENITOR",0.648464163822526,0.810271673509686,0.0583452776743612,0.224671838835839,0.904879063973085,124
"1354","IVANOVA_HEMATOPOIESIS_LATE_PROGENITOR",3.25356758691273e-12,1.40330882270564e-10,0.898671232061694,0.419076782583675,1.94726384252012,466
"1355","IVANOVA_HEMATOPOIESIS_MATURE_CELL",4.03928250529798e-06,4.37145060875564e-05,0.610526878385931,0.397025557647493,1.75597380104562,264
"1356","IVANOVA_HEMATOPOIESIS_STEM_CELL",0.0429042904290429,0.100803758308236,0.282013350011725,0.315603193055329,1.33593801005541,179
"1357","IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM",0.00867625015489425,0.0281029546018435,0.380730400722792,0.334890136487664,1.42860751368394,193
"1358","IVANOVA_HEMATOPOIESIS_STEM_CELL_SHORT_TERM",0.931914893617021,1,0.0517405459873163,-0.224096596945455,-0.64974071496017,19
"1359","IVANOVSKA_MIR106B_TARGETS",0.177504393673111,0.298654174890208,0.136490437780413,0.311567385486125,1.1799475416675,84
"1360","IVANOV_MUTATED_IN_COLON_CANCER",0.482824427480916,0.650777723992868,0.0785029047348687,0.388044202452794,0.988497869004881,13
"1361","IWANAGA_CARCINOGENESIS_BY_KRAS_DN",0.000373047038647497,0.00208146394689302,0.49849310876659,0.440536694693011,1.75307715595137,114
"1362","IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN",0.000227671608746508,0.00137136751894303,0.518848077743792,0.345291343168905,1.54657914851186,319
"1363","IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP",0.0135674353722067,0.0404490290688038,0.380730400722792,0.336930526164576,1.41607739719654,166
"1364","IWANAGA_CARCINOGENESIS_BY_KRAS_UP",0.000438174964119241,0.00237539069998219,0.49849310876659,0.394118506064995,1.64803774125272,160
"1365","IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM",0.838095238095238,0.952552281583744,0.051530912208539,0.261945396450015,0.753021394818954,21
"1366","IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN",1.46081394690385e-05,0.000131912889275646,0.593325476396405,0.505394921635652,1.96077620909971,99
"1367","IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_UP",4.99747702121481e-09,1.11856408024084e-07,0.761460801445585,0.544418872098443,2.19267907338256,124
"1368","JAATINEN_HEMATOPOIETIC_STEM_CELL_DN",1.99502804552652e-19,2.80681445738481e-17,1.14219120216838,0.580927670892298,2.51216559644481,223
"1369","JAATINEN_HEMATOPOIETIC_STEM_CELL_UP",2.44126399530263e-06,2.80650368642865e-05,0.627256739718528,0.397773516196534,1.76935805386198,290
"1370","JACKSON_DNMT1_TARGETS_DN",0.00518493194586035,0.0185570944082912,0.407017918923954,0.625927527392186,1.79937050286121,21
"1371","JACKSON_DNMT1_TARGETS_UP",5.4993520324505e-05,0.000411858950060203,0.557332238758646,0.527398116051612,1.97112266189015,78
"1372","JAEGER_METASTASIS_DN",1.7791937285998e-13,9.22215415990899e-12,0.943632225232838,0.521196775072245,2.2538651073435,223
"1373","JAEGER_METASTASIS_UP",0.00020207619931673,0.00124123519933738,0.518848077743792,0.585151567323061,1.95005539514446,41
"1374","JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER",0.815985130111524,0.937700531666471,0.05163559644842,0.240238107183958,0.789335987459234,39
"1375","JAIN_NFKB_SIGNALING",0.384210526315789,0.54957637375938,0.0862865626267245,0.284069394507364,1.04432466595719,69
"1376","JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_DN",0.00402708274360572,0.0150227474317968,0.407017918923954,0.530834370778401,1.74413075905074,39
"1377","JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_UP",0.174228675136116,0.294568595530561,0.140406238523342,0.360546508774074,1.20999945225928,45
"1378","JAZAG_TGFB1_SIGNALING_DN",0.777985074626866,0.911591586487482,0.0540088272801684,0.255218062063397,0.793393123593675,30
"1379","JAZAG_TGFB1_SIGNALING_UP",0.962441314553991,1,0.0547939500773363,-0.176500383180712,-0.719611713006996,98
"1380","JAZAG_TGFB1_SIGNALING_VIA_SMAD4_DN",0.1101243339254,0.205275927181447,0.178219874951973,0.358681962123926,1.27685733075003,58
"1381","JAZAG_TGFB1_SIGNALING_VIA_SMAD4_UP",0.0120372926587994,0.0367778502176039,0.380730400722792,0.390238687111163,1.49249110807828,93
"1382","JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN",0.00402415911153885,0.0150213241883026,0.407017918923954,0.482492738074819,1.71697997716581,57
"1383","JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP",1.29156190834425e-10,4.01675753495061e-09,0.826657301178302,0.692618723095943,2.50141586454389,62
"1384","JEON_SMAD6_TARGETS_DN",0.289473684210526,0.442602272659179,0.107140237276725,0.397296390271568,1.12656031414099,19
"1385","JEON_SMAD6_TARGETS_UP",0.207619047619048,0.338060334081277,0.130777137971974,0.420289936741158,1.20821865427816,21
"1386","JEPSEN_SMRT_TARGETS",0.467889908256881,0.635869702826566,0.0780892306943345,0.315931126540288,1.00127451660919,33
"1387","JIANG_AGING_CEREBRAL_CORTEX_DN",0.0311542762027372,0.0774140530201742,0.352487857583619,-0.419716240446579,-1.49879819797757,48
"1388","JIANG_AGING_CEREBRAL_CORTEX_UP",0.0676416819012797,0.140393728209838,0.234392647294686,0.445145859759337,1.40736492241696,32
"1389","JIANG_AGING_HYPOTHALAMUS_DN",0.87964989059081,0.976144274439729,0.0557104226766671,-0.226360881042968,-0.753083297626755,33
"1390","JIANG_AGING_HYPOTHALAMUS_UP",0.281818181818182,0.434454379432204,0.106729884364606,0.334053832401737,1.12023128432186,43
"1391","JIANG_CORE_DUPLICON_GENES",0.146292585170341,0.258042652469117,0.163180127180689,-0.530300252029032,-1.29294786708305,10
"1392","JIANG_HYPOXIA_CANCER",0.148479427549195,0.260333392076131,0.152144922367565,0.348398250284432,1.22106825037313,55
"1393","JIANG_HYPOXIA_NORMAL",0.000749066077934192,0.00373394960867017,0.477270815362862,0.374069312959057,1.58728788056206,190
"1394","JIANG_HYPOXIA_VIA_VHL",0.284351145038168,0.436791551809638,0.109250039480711,0.411220816974557,1.14697466579245,18
"1395","JIANG_TIP30_TARGETS_DN",0.294007490636704,0.447524539457054,0.105920292736253,0.380504980718787,1.12666723627935,23
"1396","JIANG_TIP30_TARGETS_UP",3.18676042230312e-05,0.00025901743239875,0.557332238758646,0.625512668053393,2.09647762255405,42
"1397","JIANG_VHL_TARGETS",0.136206896551724,0.243523918827273,0.156312403073186,0.324112996358337,1.22193954367815,80
"1398","JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_DN",5.54962301577162e-17,5.20519403177691e-15,1.06720998682811,0.500624266644933,2.26742763333236,342
"1399","JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP",8.6600332328905e-10,2.28447037380134e-08,0.801215574617779,0.426655049073876,1.93404388919654,350
"1400","JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_DN",0.0428522502504173,0.100721538078646,0.321775918075361,0.289834445989435,1.27396228605431,258
"1401","JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_UP",1.53864886574428e-08,3.02055685969534e-07,0.73376198835648,0.525294592208785,2.14120579016044,142
"1402","JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_DN",1.5762856762179e-07,2.43192482004479e-06,0.690132458796796,0.42823630056515,1.87445673979349,252
"1403","JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_UP",0.0035397148961537,0.0135292207770842,0.431707695803346,0.316982509853146,1.417881068161,311
"1404","JISON_SICKLE_CELL_DISEASE_DN",0.0254700691262303,0.0670390371790179,0.352487857583619,0.323588791303621,1.36118294017631,174
"1405","JISON_SICKLE_CELL_DISEASE_UP",1.66109778957662e-08,3.23941479822054e-07,0.73376198835648,0.487864717689364,2.06203416688818,176
"1406","JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN",0.00654191912664038,0.0224086775864319,0.407017918923954,0.652523103806789,1.78195275781512,17
"1407","JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP",0.246520874751491,0.390115653161907,0.121543282035469,0.51500229718338,1.2202270478521,10
"1408","JI_METASTASIS_REPRESSED_BY_STK11",0.0996240601503759,0.188497781437263,0.193813302725311,0.4902160815128,1.3900402729774,19
"1409","JI_RESPONSE_TO_FSH_DN",0.000994029203515482,0.00469521867591765,0.45505986738723,0.528207701184915,1.83923700848899,52
"1410","JI_RESPONSE_TO_FSH_UP",0.436842105263158,0.605195294260766,0.0793434960134973,0.278420555651377,1.00251707586016,61
"1411","JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_DN",0.524236983842011,0.691442102192612,0.0711327399327894,0.287941944887033,0.965070533149983,42
"1412","JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN",0.000893737691538526,0.00430758239747239,0.477270815362862,-0.643853633953733,-1.9291351089255,22
"1413","JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP",0.0101922316253941,0.0319331371550657,0.380730400722792,0.457179491172824,1.62690123678684,57
"1414","JOHNSTONE_PARVB_TARGETS_1_DN",0.00900863512983469,0.0289147338306318,0.380730400722792,0.460388710650599,1.63832144096992,57
"1415","JOHNSTONE_PARVB_TARGETS_2_DN",4.35983413242979e-09,9.96312942230675e-08,0.761460801445585,0.426722370511523,1.91218009500687,316
"1416","JOHNSTONE_PARVB_TARGETS_2_UP",0.0402481388971983,0.0959290812434223,0.321775918075361,0.334833956954437,1.35825605425798,135
"1417","JOHNSTONE_PARVB_TARGETS_3_UP",2.71522856083929e-12,1.18846559748143e-10,0.898671232061694,0.434778784824632,1.99783472453207,405
"1418","JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_DN",0.00892442717854938,0.0286912079423549,0.380730400722792,0.452186438178439,1.60972011258932,58
"1419","JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_UP",0.0260975186847556,0.068023924970543,0.352487857583619,0.511500621932045,1.5900954378925,30
"1420","KAAB_FAILED_HEART_ATRIUM_DN",0.00204917203467293,0.00869867640293271,0.431707695803346,0.392186867011837,1.59588643080807,139
"1421","KAAB_FAILED_HEART_ATRIUM_UP",0.682242990654206,0.838646522108529,0.0602484086158019,0.279865742108109,0.855374428018318,28
"1422","KAAB_FAILED_HEART_VENTRICLE_DN",0.000376867476645431,0.00209690199576069,0.49849310876659,0.591472939495005,1.9458084905239,40
"1423","KAAB_HEART_ATRIUM_VS_VENTRICLE_DN",0.34910277324633,0.510985456307298,0.0875697115548511,0.239654030859296,1.0431837858513,243
"1424","KAAB_HEART_ATRIUM_VS_VENTRICLE_UP",0.000913834942542361,0.00439012250039253,0.477270815362862,0.352013511883701,1.53762009927985,247
"1425","KALMA_E2F1_TARGETS",0.742481203007519,0.885881504973332,0.0565299525056311,0.31476054696124,0.77008735505556,11
"1426","KAMIKUBO_MYELOID_CEBPA_NETWORK",6.21538598985578e-06,6.30365753682342e-05,0.610526878385931,0.725993801673411,2.19893923963255,27
"1427","KAMIKUBO_MYELOID_MN1_NETWORK",0.0187009828070036,0.0522150732651075,0.352487857583619,0.584851820709109,1.65838619981828,19
"1428","KAMMINGA_EZH2_TARGETS",0.0762081784386617,0.153934994225375,0.222056046145248,0.413805370803452,1.35961556976872,39
"1429","KAMMINGA_SENESCENCE",0.244897959183673,0.388275299387262,0.117249716749792,0.353873083761267,1.15142458870325,37
"1430","KANG_AR_TARGETS_DN",0.000988543656386378,0.00468357493642164,0.45505986738723,0.720726897058712,1.94373076306774,16
"1431","KANG_AR_TARGETS_UP",0.00011226628189896,0.00074805451124958,0.538434096309916,0.753049808803804,2.05647765686994,17
"1432","KANG_CISPLATIN_RESISTANCE_UP",0.0398474722581029,0.0952502886622693,0.321775918075361,0.543826791683649,1.542057003988,19
"1433","KANG_DOXORUBICIN_RESISTANCE_DN",0.0128558412909156,0.0387379735787967,0.380730400722792,0.619885555370584,1.72898111757006,18
"1434","KANG_DOXORUBICIN_RESISTANCE_UP",0.18018018018018,0.302381336178553,0.137250779610133,0.340020158258455,1.17973891893365,51
"1435","KANG_FLUOROURACIL_RESISTANCE_DN",0.0404558306131884,0.0961985927940967,0.321775918075361,0.584825196595951,1.57721701559875,16
"1436","KANG_FLUOROURACIL_RESISTANCE_UP",0.0657894736842105,0.137464639321075,0.241339976815091,0.514514430145246,1.45893985509987,19
"1437","KANG_GLIS3_TARGETS",0.00841758551126577,0.0274652196499555,0.380730400722792,0.548426932697768,1.67619791666028,28
"1438","KANG_IMMORTALIZED_BY_TERT_DN",0.00237505704090944,0.00980042741252364,0.431707695803346,0.424797991241759,1.63279800342208,94
"1439","KANG_IMMORTALIZED_BY_TERT_UP",0.000189199410492441,0.0011793030765821,0.518848077743792,0.478251278719367,1.80723045598861,85
"1440","KANNAN_TP53_TARGETS_DN",0.0672897196261682,0.140005265236277,0.237793834423688,0.491833616876537,1.445265400617,22
"1441","KANNAN_TP53_TARGETS_UP",0.0644007155635063,0.135593842630599,0.237793834423688,0.382405947235484,1.34025862799799,55
"1442","KAN_RESPONSE_TO_ARSENIC_TRIOXIDE",4.25462538487353e-09,9.85905152910497e-08,0.761460801445585,0.559847496012737,2.2330533079902,116
"1443","KAPOSI_LIVER_CANCER_MET_UP",0.00512415003547226,0.0183840938431121,0.407017918923954,0.654153277372142,1.82456044470476,18
"1444","KARAKAS_TGFB1_SIGNALING",0.0687022900763359,0.141994344897191,0.237793834423688,0.519848118140907,1.44995729047538,18
"1445","KARLSSON_TGFB1_TARGETS_DN",0.000202508308597768,0.00124259771080396,0.518848077743792,0.394392284306884,1.6771539995489,185
"1446","KARLSSON_TGFB1_TARGETS_UP",0.0160385986968988,0.0459167052809956,0.352487857583619,0.363412666367311,1.44953735182661,116
"1447","KASLER_HDAC7_TARGETS_1_DN",0.00704238900963672,0.0238063367608372,0.407017918923954,0.648684547577218,1.7714701774752,17
"1448","KASLER_HDAC7_TARGETS_1_UP",0.119476268412439,0.218723235111889,0.163180127180689,0.28622852232691,1.20978822853062,176
"1449","KASLER_HDAC7_TARGETS_2_DN",0.0395212191498415,0.0946618905376626,0.321775918075361,0.488025226611807,1.52741585549366,31
"1450","KATSANOU_ELAVL1_TARGETS_DN",8.59963127255811e-08,1.43141468139566e-06,0.704975715167238,0.5078111372174,2.06444488911789,138
"1451","KATSANOU_ELAVL1_TARGETS_UP",1.35094014409226e-13,7.06434098357626e-12,0.943632225232838,0.575253400376886,2.40238821121376,162
"1452","KAUFFMANN_DNA_REPAIR_GENES",0.742351046698873,0.885881504973332,0.0493910105981501,0.204416035132869,0.883618099768077,221
"1453","KAUFFMANN_DNA_REPLICATION_GENES",0.151618398637138,0.263814227781757,0.14641623786055,0.290089214690269,1.18431105915911,141
"1454","KAUFFMANN_MELANOMA_RELAPSE_UP",0.0614035087719298,0.131034067653786,0.241339976815091,0.369656385499527,1.33103260927347,61
"1455","KAYO_AGING_MUSCLE_DN",0.14853195164076,0.260333392076131,0.149207542435322,0.300996717915991,1.18743864806934,109
"1456","KAYO_AGING_MUSCLE_UP",0.00273150253403487,0.0110173709717488,0.431707695803346,0.339283720380694,1.46568883386406,218
"1457","KAYO_CALORIE_RESTRICTION_MUSCLE_DN",0.451327433628319,0.620090835475692,0.0780892306943345,0.267872546532273,1.00012547111236,77
"1458","KAYO_CALORIE_RESTRICTION_MUSCLE_UP",1.40299309512861e-05,0.000128134253463909,0.593325476396405,0.50968566831883,1.95082909214949,89
"1459","KEGG_ABC_TRANSPORTERS",0.749090909090909,0.891516250114437,0.0545680646670941,0.248711471455658,0.834040337424679,43
"1460","KEGG_ACUTE_MYELOID_LEUKEMIA",0.121908127208481,0.222263228532833,0.16823816568964,0.353048617640778,1.25634514184395,57
"1461","KEGG_ADHERENS_JUNCTION",0.00282137031402433,0.011310364440685,0.431707695803346,0.468772411133038,1.73038661554917,68
"1462","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",0.00486802968378299,0.0175504499093799,0.407017918923954,0.452204551693492,1.64421774575961,64
"1463","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",0.877944325481799,0.975512038223383,0.0547939500773363,-0.230293956071713,-0.740476999320065,28
"1464","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",0.0364729935156854,0.0883636402969188,0.321775918075361,0.447272196800323,1.46241118431946,38
"1465","KEGG_ALLOGRAFT_REJECTION",5.26161769193291e-07,7.050090462955e-06,0.659444398037935,0.737161782069514,2.3071606396539,31
"1466","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",0.552301255230126,0.71900156800062,0.0762797180809272,-0.332185465816102,-0.93122684277598,16
"1467","KEGG_ALZHEIMERS_DISEASE",0.861809045226131,0.966672294654747,0.0632191170859458,-0.196913455364126,-0.844538824551245,148
"1468","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",0.80728051391863,0.931501768550123,0.0587185879555941,-0.258126810428066,-0.773407908710385,22
"1469","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.751798561151079,0.893662714325221,0.0538979025357319,0.24754284154713,0.824952509136596,41
"1470","KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",0.966549295774648,1,0.0414044273760278,0.187392258038186,0.657407395753739,53
"1471","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",1.10449630479049e-07,1.77832933651416e-06,0.704975715167238,0.617761039555721,2.27379816579465,67
"1472","KEGG_APOPTOSIS",2.21205333431132e-05,0.000189985801634383,0.575610261071129,0.516756709931167,1.95702707641273,84
"1473","KEGG_ARACHIDONIC_ACID_METABOLISM",0.722826086956522,0.872617347298632,0.0560595875032335,0.251941274608026,0.865223018714583,50
"1474","KEGG_ARGININE_AND_PROLINE_METABOLISM",0.540540540540541,0.707745192566819,0.0697792517076235,0.277871991540512,0.964108729849971,51
"1475","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.0385163096506536,0.0925174283437854,0.321775918075361,0.381109711686883,1.41209324451091,74
"1476","KEGG_ASTHMA",4.20930515932846e-08,7.42471169745429e-07,0.719512826338911,0.818810090130253,2.42447943662134,23
"1477","KEGG_AUTOIMMUNE_THYROID_DISEASE",6.49537072978342e-06,6.51632353858918e-05,0.610526878385931,0.654169598540136,2.14936594398862,39
"1478","KEGG_AXON_GUIDANCE",0.934595524956971,1,0.0419081748591401,0.19120188853725,0.768635691136909,128
"1479","KEGG_BASAL_CELL_CARCINOMA",0.00281334448167888,0.0112935139553264,0.431707695803346,0.495437971729226,1.73316263602352,54
"1480","KEGG_BASAL_TRANSCRIPTION_FACTORS",0.436928702010969,0.605195294260766,0.0815265143256594,0.32250563445784,1.01962785290911,32
"1481","KEGG_BASE_EXCISION_REPAIR",0.977818853974122,1,0.0431036828790402,0.178240492290079,0.567844166026322,34
"1482","KEGG_BETA_ALANINE_METABOLISM",0.749532710280374,0.891862421475378,0.055826471778749,0.275005112643072,0.808109410698503,22
"1483","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.851380042462845,0.961951531277254,0.055826471778749,-0.249770299345725,-0.730903024509973,20
"1484","KEGG_BLADDER_CANCER",0.0123829471499264,0.0376393182659027,0.380730400722792,0.497199925326119,1.63362007227867,39
"1485","KEGG_BUTANOATE_METABOLISM",0.716738197424893,0.868651047165223,0.0645031249656493,-0.260785464087973,-0.851684884693849,30
"1486","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",2.66429561555276e-06,3.02175101579679e-05,0.627256739718528,0.570188745823485,2.11905252908077,75
"1487","KEGG_CALCIUM_SIGNALING_PATHWAY",0.206106870229008,0.336061119255852,0.154190966581424,-0.254191288191,-1.12125086843209,172
"1488","KEGG_CARDIAC_MUSCLE_CONTRACTION",0.574370709382151,0.741686302827607,0.0789209638180035,-0.244809422889818,-0.941544475900594,73
"1489","KEGG_CELL_ADHESION_MOLECULES_CAMS",2.94349958344663e-07,4.22163568897722e-06,0.674962860011025,0.518189156335919,2.06857701355267,119
"1490","KEGG_CELL_CYCLE",0.000727812924759432,0.0036524520786531,0.477270815362862,0.414405789301882,1.66904372471223,124
"1491","KEGG_CHEMOKINE_SIGNALING_PATHWAY",5.77432566946315e-10,1.60190095684778e-08,0.801215574617779,0.529639410526363,2.21914795198575,163
"1492","KEGG_CHRONIC_MYELOID_LEUKEMIA",0.00370354259216398,0.0140103925589609,0.431707695803346,0.445531451461345,1.64356171430103,73
"1493","KEGG_CIRCADIAN_RHYTHM_MAMMAL",0.779026217228464,0.912622108961736,0.0541200569620232,0.292257735998626,0.732618464172697,12
"1494","KEGG_CITRATE_CYCLE_TCA_CYCLE",0.984962406015038,1,0.0435378240914002,0.187496352418488,0.577102323355252,29
"1495","KEGG_COLORECTAL_CANCER",0.0247188261672863,0.0653235884715988,0.352487857583619,0.400208458646494,1.44536633821885,62
"1496","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",2.37370017267175e-10,7.15622159199866e-09,0.814035837847908,0.698499045490483,2.50333752425553,60
"1497","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.177449168207024,0.298646293060469,0.140406238523342,0.379598397470718,1.20933651308528,34
"1498","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",2.55220673906097e-26,6.8549952823233e-24,1.33449749081658,0.657862009971822,2.81321070134236,198
"1499","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.00621733006866921,0.0214969007464987,0.407017918923954,0.495870711511777,1.66414949172797,45
"1500","KEGG_DILATED_CARDIOMYOPATHY",0.323843416370107,0.481648816343056,0.096887770327544,0.281731324151647,1.07363689586064,88
"1501","KEGG_DNA_REPLICATION",0.603321033210332,0.766836735908766,0.0655321029282414,0.282746277618941,0.911044237886105,36
"1502","KEGG_DORSO_VENTRAL_AXIS_FORMATION",0.556179775280899,0.722776840144014,0.0702812841717392,0.318372666270422,0.942694761409398,23
"1503","KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.0186329691318688,0.0521070584951313,0.352487857583619,0.45553519994848,1.52761241630781,43
"1504","KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.119485294117647,0.218723235111889,0.173747838999571,0.414250632943041,1.29651696347407,31
"1505","KEGG_ECM_RECEPTOR_INTERACTION",0.000397167934805131,0.0021933320810874,0.49849310876659,0.489126917030536,1.84405910442481,80
"1506","KEGG_ENDOCYTOSIS",0.0522022838499184,0.116445185077074,0.252961123069611,0.311176771500579,1.31778150977578,177
"1507","KEGG_ENDOMETRIAL_CANCER",0.0913978494623656,0.176205511410479,0.197822021315103,0.372694828244551,1.29773594637511,52
"1508","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.0435540069686411,0.102167775775189,0.287857117255149,0.383551985612248,1.39830373972637,65
"1509","KEGG_ERBB_SIGNALING_PATHWAY",0.819148936170213,0.939691528602172,0.0492917662312669,0.218556861052667,0.825889303876639,85
"1510","KEGG_ETHER_LIPID_METABOLISM",0.828752642706131,0.945568520129471,0.0568864160475701,-0.243517793068796,-0.776956443104332,27
"1511","KEGG_FATTY_ACID_METABOLISM",0.0520446096654275,0.116181185686819,0.271288554688953,0.427937416416016,1.40604838723124,39
"1512","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.161061946902655,0.277387072062894,0.144630528034484,0.324696948592891,1.19780426658374,73
"1513","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.000114287402718633,0.000757249796898552,0.538434096309916,0.484399427836268,1.8576629112946,92
"1514","KEGG_FOCAL_ADHESION",6.28566856840645e-06,6.35993417306742e-05,0.610526878385931,0.429748016588835,1.83097754777918,192
"1515","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.348880597014925,0.510913369953208,0.0952879846194844,0.34615827262863,1.07609779244542,30
"1516","KEGG_GALACTOSE_METABOLISM",0.060952380952381,0.130259536726083,0.252961123069611,0.478735140809611,1.415417919738,24
"1517","KEGG_GAP_JUNCTION",0.82837528604119,0.945568520129471,0.060640400949416,-0.208546893715519,-0.832707100524508,86
"1518","KEGG_GLIOMA",0.939862542955326,1,0.0415717899246479,0.194016208651738,0.705443790947093,64
"1519","KEGG_GLUTATHIONE_METABOLISM",0.955947136563877,1,0.0521630305460055,-0.18902525816673,-0.6668002083668,44
